Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-l5qr,checkpoint-yh8g,checkpoint-32xf,checkpoint-r79k,checkpoint-vhwm,branch-jtmv,branch-dn75,branch-6kna,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,Spreadsheet Name,randomise_blocks,randomise_trials,display,ANSWER,rand_female_face1,rand_female_face2,rand_female_face3,rand_female_face4,rand_female_face5,rand_female_face6,rand_female_face7,rand_female_face8,chosen face,not chosen face,image_female,Participant_preference,face_rating,random number,fixation_times
31,1551370158349,28/02/2019 16:09:18,1551370157365,0,28/02/2019 16:09:17,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,13,grey5,Zone1,continue_button,1843.2450000000244,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Fred Muth_9_oval.jpg,Google_1_Anthony Zeringue_13_oval.jpg,Google_1_Angelica Raley_1_oval.jpg,Google_1_Jessica Almaraz_9_oval.jpg,Google_1_Donald Meyers_13_oval.jpg,Brandon_Anglin_17_oval.jpg,Google_1_Charlene Cordova_13_oval.jpg,Google_1_Geneva Gass_1_oval.jpg,,,,,,,
32,1551370159320,28/02/2019 16:09:19,1551370158308,0,28/02/2019 16:09:18,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,14,grey6,Zone1,continue_button,916.6599999989558,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Fred Muth_9_oval.jpg,Google_1_Anthony Zeringue_13_oval.jpg,Google_1_Angelica Raley_1_oval.jpg,Google_1_Jessica Almaraz_9_oval.jpg,Google_1_Donald Meyers_13_oval.jpg,Brandon_Anglin_17_oval.jpg,Google_1_Charlene Cordova_13_oval.jpg,Google_1_Geneva Gass_1_oval.jpg,,,,,,,
33,1551370160258,28/02/2019 16:09:20,1551370159272,0,28/02/2019 16:09:19,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,15,grey7,Zone1,continue_button,936.0650000016904,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Fred Muth_9_oval.jpg,Google_1_Anthony Zeringue_13_oval.jpg,Google_1_Angelica Raley_1_oval.jpg,Google_1_Jessica Almaraz_9_oval.jpg,Google_1_Donald Meyers_13_oval.jpg,Brandon_Anglin_17_oval.jpg,Google_1_Charlene Cordova_13_oval.jpg,Google_1_Geneva Gass_1_oval.jpg,,,,,,,
34,1551370160601,28/02/2019 16:09:20,1551370159495,0,28/02/2019 16:09:19,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Fred Muth_9_oval.jpg,Google_1_Anthony Zeringue_13_oval.jpg,Google_1_Angelica Raley_1_oval.jpg,Google_1_Jessica Almaraz_9_oval.jpg,Google_1_Donald Meyers_13_oval.jpg,Brandon_Anglin_17_oval.jpg,Google_1_Charlene Cordova_13_oval.jpg,Google_1_Geneva Gass_1_oval.jpg,,,,,,,
35,1551370165859,28/02/2019 16:09:25,1551370164822,0,28/02/2019 16:09:24,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,rating19,response_slider_endValue,5327.984999999899,66,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Fred Muth_9_oval.jpg,Google_1_Anthony Zeringue_13_oval.jpg,Google_1_Angelica Raley_1_oval.jpg,Google_1_Jessica Almaraz_9_oval.jpg,Google_1_Donald Meyers_13_oval.jpg,Brandon_Anglin_17_oval.jpg,Google_1_Charlene Cordova_13_oval.jpg,Google_1_Geneva Gass_1_oval.jpg,,,,,,,
36,1551370166609,28/02/2019 16:09:26,1551370164824,0,28/02/2019 16:09:24,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,Zone4,continue_button,5327.984999999899,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Fred Muth_9_oval.jpg,Google_1_Anthony Zeringue_13_oval.jpg,Google_1_Angelica Raley_1_oval.jpg,Google_1_Jessica Almaraz_9_oval.jpg,Google_1_Donald Meyers_13_oval.jpg,Brandon_Anglin_17_oval.jpg,Google_1_Charlene Cordova_13_oval.jpg,Google_1_Geneva Gass_1_oval.jpg,,,,,,,
37,1551370167546,28/02/2019 16:09:27,1551370166245,0,28/02/2019 16:09:26,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,17,next sequence?,advancementZone,continue_button,1403.164999999717,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Fred Muth_9_oval.jpg,Google_1_Anthony Zeringue_13_oval.jpg,Google_1_Angelica Raley_1_oval.jpg,Google_1_Jessica Almaraz_9_oval.jpg,Google_1_Donald Meyers_13_oval.jpg,Brandon_Anglin_17_oval.jpg,Google_1_Charlene Cordova_13_oval.jpg,Google_1_Geneva Gass_1_oval.jpg,,,,,,,
38,1551370172373,28/02/2019 16:09:32,1551370171076,0,28/02/2019 16:09:31,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,1,option1,Zone1,response_button_text,3157.890000000407,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Joy Schaaf_15_oval.jpg,Joe_Spring_17_oval.jpg,Google_1_Irene Williams_15_oval.jpg,Google_1_Keith Eckman_17_oval.jpg,Google_1_Claudia Dube_9_oval.jpg,Google_1_George Ottinger_15_oval.jpg,Google_1_Carlos Fagan_7_oval.jpg,Google_1_Janet Lashley_3_oval.jpg,,,,,,,
39,1551370172833,28/02/2019 16:09:32,1551370171794,0,28/02/2019 16:09:31,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,2,option2,Zone1,response_button_text,672.3299999994197,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Joy Schaaf_15_oval.jpg,Joe_Spring_17_oval.jpg,Google_1_Irene Williams_15_oval.jpg,Google_1_Keith Eckman_17_oval.jpg,Google_1_Claudia Dube_9_oval.jpg,Google_1_George Ottinger_15_oval.jpg,Google_1_Carlos Fagan_7_oval.jpg,Google_1_Janet Lashley_3_oval.jpg,,,,,,,
40,1551370173456,28/02/2019 16:09:33,1551370172467,0,28/02/2019 16:09:32,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,3,option3,Zone1,response_button_text,630.1599999987957,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Joy Schaaf_15_oval.jpg,Joe_Spring_17_oval.jpg,Google_1_Irene Williams_15_oval.jpg,Google_1_Keith Eckman_17_oval.jpg,Google_1_Claudia Dube_9_oval.jpg,Google_1_George Ottinger_15_oval.jpg,Google_1_Carlos Fagan_7_oval.jpg,Google_1_Janet Lashley_3_oval.jpg,,,,,,,
41,1551370174389,28/02/2019 16:09:34,1551370173227,0,28/02/2019 16:09:33,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,4,option4,Zone1,response_button_text,711.3349999999627,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Joy Schaaf_15_oval.jpg,Joe_Spring_17_oval.jpg,Google_1_Irene Williams_15_oval.jpg,Google_1_Keith Eckman_17_oval.jpg,Google_1_Claudia Dube_9_oval.jpg,Google_1_George Ottinger_15_oval.jpg,Google_1_Carlos Fagan_7_oval.jpg,Google_1_Janet Lashley_3_oval.jpg,,,,,,,
42,1551370175107,28/02/2019 16:09:35,1551370174092,0,28/02/2019 16:09:34,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,5,option5,Zone1,response_button_text,809.1999999996915,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Joy Schaaf_15_oval.jpg,Joe_Spring_17_oval.jpg,Google_1_Irene Williams_15_oval.jpg,Google_1_Keith Eckman_17_oval.jpg,Google_1_Claudia Dube_9_oval.jpg,Google_1_George Ottinger_15_oval.jpg,Google_1_Carlos Fagan_7_oval.jpg,Google_1_Janet Lashley_3_oval.jpg,,,,,,,
43,1551370177529,28/02/2019 16:09:37,1551370176115,0,28/02/2019 16:09:36,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,6,option6,Zone9,response_button_image,1969.5300000003044,Google_1_George Ottinger_15_oval.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,Google_1_Joy Schaaf_15_oval.jpg,Joe_Spring_17_oval.jpg,Google_1_Irene Williams_15_oval.jpg,Google_1_Keith Eckman_17_oval.jpg,Google_1_Claudia Dube_9_oval.jpg,Google_1_George Ottinger_15_oval.jpg,Google_1_Carlos Fagan_7_oval.jpg,Google_1_Janet Lashley_3_oval.jpg,,,,,,,
44,1551370178732,28/02/2019 16:09:38,1551370177704,0,28/02/2019 16:09:37,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,14,grey6,Zone1,continue_button,1560.6550000011339,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Joy Schaaf_15_oval.jpg,Joe_Spring_17_oval.jpg,Google_1_Irene Williams_15_oval.jpg,Google_1_Keith Eckman_17_oval.jpg,Google_1_Claudia Dube_9_oval.jpg,Google_1_George Ottinger_15_oval.jpg,Google_1_Carlos Fagan_7_oval.jpg,Google_1_Janet Lashley_3_oval.jpg,,,,,,,
45,1551370179342,28/02/2019 16:09:39,1551370178255,0,28/02/2019 16:09:38,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,15,grey7,Zone1,continue_button,527.9499999996915,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Joy Schaaf_15_oval.jpg,Joe_Spring_17_oval.jpg,Google_1_Irene Williams_15_oval.jpg,Google_1_Keith Eckman_17_oval.jpg,Google_1_Claudia Dube_9_oval.jpg,Google_1_George Ottinger_15_oval.jpg,Google_1_Carlos Fagan_7_oval.jpg,Google_1_Janet Lashley_3_oval.jpg,,,,,,,
46,1551370179937,28/02/2019 16:09:39,1551370178463,0,28/02/2019 16:09:38,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Joy Schaaf_15_oval.jpg,Joe_Spring_17_oval.jpg,Google_1_Irene Williams_15_oval.jpg,Google_1_Keith Eckman_17_oval.jpg,Google_1_Claudia Dube_9_oval.jpg,Google_1_George Ottinger_15_oval.jpg,Google_1_Carlos Fagan_7_oval.jpg,Google_1_Janet Lashley_3_oval.jpg,,,,,,,
47,1551370184046,28/02/2019 16:09:44,1551370182941,0,28/02/2019 16:09:42,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,rating19,response_slider_endValue,4477.9500000004045,49,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Joy Schaaf_15_oval.jpg,Joe_Spring_17_oval.jpg,Google_1_Irene Williams_15_oval.jpg,Google_1_Keith Eckman_17_oval.jpg,Google_1_Claudia Dube_9_oval.jpg,Google_1_George Ottinger_15_oval.jpg,Google_1_Carlos Fagan_7_oval.jpg,Google_1_Janet Lashley_3_oval.jpg,,,,,,,
48,1551370184499,28/02/2019 16:09:44,1551370182943,0,28/02/2019 16:09:42,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,Zone4,continue_button,4477.9500000004045,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Joy Schaaf_15_oval.jpg,Joe_Spring_17_oval.jpg,Google_1_Irene Williams_15_oval.jpg,Google_1_Keith Eckman_17_oval.jpg,Google_1_Claudia Dube_9_oval.jpg,Google_1_George Ottinger_15_oval.jpg,Google_1_Carlos Fagan_7_oval.jpg,Google_1_Janet Lashley_3_oval.jpg,,,,,,,
49,1551370185107,28/02/2019 16:09:45,1551370184100,0,28/02/2019 16:09:44,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,17,next sequence?,advancementZone,continue_button,1132.8400000002002,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Joy Schaaf_15_oval.jpg,Joe_Spring_17_oval.jpg,Google_1_Irene Williams_15_oval.jpg,Google_1_Keith Eckman_17_oval.jpg,Google_1_Claudia Dube_9_oval.jpg,Google_1_George Ottinger_15_oval.jpg,Google_1_Carlos Fagan_7_oval.jpg,Google_1_Janet Lashley_3_oval.jpg,,,,,,,
50,1551370192913,28/02/2019 16:09:52,1551370191928,0,28/02/2019 16:09:51,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,1,option1,choice,response_button_image,5015.290000001172,Google_1_Aaron Hulett_9_oval.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
51,1551370194929,28/02/2019 16:09:54,1551370193678,0,28/02/2019 16:09:53,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,9,grey1,Zone1,continue_button,1720.315000000497,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
52,1551370195727,28/02/2019 16:09:55,1551370194656,0,28/02/2019 16:09:54,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,10,grey2,Zone1,continue_button,950.1049999998941,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
53,1551370196182,28/02/2019 16:09:56,1551370195187,0,28/02/2019 16:09:55,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,11,grey3,Zone1,continue_button,501.2000000006228,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
54,1551370196804,28/02/2019 16:09:56,1551370195712,0,28/02/2019 16:09:55,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,12,grey4,Zone1,continue_button,491.41000000055647,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
55,1551370197178,28/02/2019 16:09:57,1551370196159,0,28/02/2019 16:09:56,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,13,grey5,Zone1,continue_button,415.86000000097556,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
56,1551370197666,28/02/2019 16:09:57,1551370196658,0,28/02/2019 16:09:56,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,14,grey6,Zone1,continue_button,473.6400000001595,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
57,1551370198492,28/02/2019 16:09:58,1551370197480,0,28/02/2019 16:09:57,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,15,grey7,Zone1,continue_button,795.9050000008428,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
58,1551370198788,28/02/2019 16:09:58,1551370197712,0,28/02/2019 16:09:57,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
59,1551370202259,28/02/2019 16:10:02,1551370201267,0,28/02/2019 16:10:01,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,rating19,response_slider_endValue,3554.664999999688,57,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
60,1551370202557,28/02/2019 16:10:02,1551370201269,0,28/02/2019 16:10:01,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,Zone4,continue_button,3554.664999999688,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
61,1551370203574,28/02/2019 16:10:03,1551370202572,0,28/02/2019 16:10:02,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,17,next sequence?,advancementZone,continue_button,1283.1649999989313,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
62,1551370206783,28/02/2019 16:10:06,1551370205794,0,28/02/2019 16:10:05,6235,13,task-iyjb,,2241064,BLIND,610321,Faces,complete,,5c7803a537d77b00168b515a,computer,Desktop or Laptop,Chromium OS 11316.148.0,Chrome 72.0.3626.117,1366x768,1366x697,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,1,option1,choice,response_button_image,2710.505000000907,Google_1_William Munguia_19_oval.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
